TimeOccurred,AreaID,AreaName,ReportingDistrict,CrimeCode,CrimeCodeDescription,VictimAge,VictimSex,VictimDescent,PremiseCode,PremiseDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Address,CrossStreet,Location
1900,18,Southeast,1881,510,VEHICLE - STOLEN,12,,,101,STREET,,,IC,Invest Cont,15900 S  VERMONT                      AV,,"33.887,-118.2915"
100,18,Southeast,1824,510,VEHICLE - STOLEN,12,,,101,STREET,,,IC,Invest Cont,900 E  94TH                         ST,,"33.9512,-118.2586"
1400,18,Southeast,1842,626,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,11000 S  MAIN                         ST,,"33.9357,-118.2739"
2344,18,Southeast,1827,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,49,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,9200    CROESUS                      AV,,"33.9533,-118.234"
30,18,Southeast,1826,510,VEHICLE - STOLEN,12,,,101,STREET,,,IC,Invest Cont,1500 E  CENTURY                      BL,,"33.9456,-118.2481"
10,18,Southeast,1864,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,F,B,101,STREET,307,VEHICLE,IC,Invest Cont,119TH,CENTRAL,"33.9248,-118.2543"
2230,18,Southeast,1844,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,112TH,WADSWORTH,"33.9328,-118.2586"
1700,18,Southeast,1832,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,105TH,MAIN,"33.9411,-118.2739"
1030,18,Southeast,1829,210,ROBBERY,43,F,H,121,YARD (RESIDENTIAL/BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",JA,Juv Arrest,10100    GRAPE                        ST,,"33.9449,-118.2367"
2100,18,Southeast,1803,434,FALSE IMPRISONMENT,20,F,B,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,200 E  87TH                         PL,,"33.9581,-118.2717"
1945,18,Southeast,1881,330,BURGLARY FROM VEHICLE,37,M,H,108,PARKING LOT,,,IC,Invest Cont,REDONDO BEACH,110TH                        FY,"33.8887,-118.287"
1900,18,Southeast,1802,330,BURGLARY FROM VEHICLE,34,F,H,101,STREET,,,IC,Invest Cont,400 W  93RD                         ST,,"33.9519,-118.2807"
1600,18,Southeast,1832,330,BURGLARY FROM VEHICLE,48,M,H,101,STREET,,,IC,Invest Cont,10600 S  BROADWAY,,"33.9401,-118.2781"
2200,18,Southeast,1846,330,BURGLARY FROM VEHICLE,20,F,H,108,PARKING LOT,,,IC,Invest Cont,1200 E  IMPERIAL                     HY,,"33.9295,-118.2543"
1435,18,Southeast,1823,330,BURGLARY FROM VEHICLE,29,M,H,108,PARKING LOT,,,IC,Invest Cont,10200    AVALON                       BL,,"33.9442,-118.2652"
100,18,Southeast,1827,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,21,F,B,101,STREET,,,IC,Invest Cont,9700    WILMINGTON                   AV,,"33.9482,-118.239"
2130,18,Southeast,1801,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,46,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,9000 S  HOOVER                       ST,,"33.9551,-118.2869"
1130,18,Southeast,1851,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,27,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,800 W  EL SEGUNDO                   BL,,"33.9164,-118.2894"
1900,18,Southeast,1831,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,68,M,O,301,GAS STATION,,,IC,Invest Cont,700    EL SEGUNDO                   BL,,"33.9164,-118.287"
2300,18,Southeast,1862,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,26,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,11700 S  SPRING                       ST,,"33.9274,-118.2761"
2010,18,Southeast,1806,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,58,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,8800    AVALON                       BL,,"33.9561,-118.2651"
1200,18,Southeast,1844,354,THEFT OF IDENTITY,57,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,800 E  112TH                        ST,,"33.9328,-118.2603"
2300,18,Southeast,1842,900,VIOLATION OF COURT ORDER,33,M,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,300 W  109TH                        PL,,"33.9365,-118.2784"
1625,18,Southeast,1829,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,B,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,9700    GRAPE                        ST,,"33.9482,-118.2368"
1910,18,Southeast,1827,210,ROBBERY,22,F,H,402,MARKET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,1800 E  97TH                         ST,,"33.9482,-118.2408"
1800,18,Southeast,1831,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",JA,Juv Arrest,500    ATHENS                       BL,,"33.921,-118.2836"
1645,18,Southeast,1824,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,B,108,PARKING LOT,306,ROCK/THROWN OBJECT,IC,Invest Cont,101ST                        ST,CENTRAL                      AV,"33.9449,-118.2541"
1400,18,Southeast,1834,220,ATTEMPTED ROBBERY,12,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,104TH                        ST,AVALON                       BL,"33.9419,-118.2652"
1900,18,Southeast,1831,310,BURGLARY,68,M,O,410,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,700    EL SEGUNDO                   BL,,"33.9164,-118.287"
1700,18,Southeast,1871,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,24,M,B,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,135TH                        ST,VERMONT                      AV,"33.9092,-118.2914"
2355,18,Southeast,1862,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,100 W  118TH                        ST,,"33.9265,-118.2739"
1040,19,Mission,1989,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",12,M,O,102,SIDEWALK,,,JA,Juv Arrest,ROSCOE,NAGLE,"34.2217,-118.4222"
1645,19,Mission,1985,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,F,W,404,DEPARTMENT STORE,,,IC,Invest Cont,8300    VAN NUYS                     BL,,"34.2216,-118.4488"
1645,19,Mission,1985,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,54,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,8300    VAN NUYS                     BL,,"34.2216,-118.4488"
1140,19,Mission,1971,860,BATTERY WITH SEXUAL CONTACT,19,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,NORDHOFF,ORION,"34.2356,-118.472"
2205,19,Mission,1984,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,8400    CEDROS                       AV,,"34.2231,-118.4535"
2130,19,Mission,1945,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",58,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,10700    MEMORY PARK                  AV,,"34.2645,-118.4637"
630,19,Mission,1962,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",34,F,B,101,STREET,,,IC,Invest Cont,9100    LEMONA                       AV,,"34.2355,-118.4589"
2300,19,Mission,1974,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,41,M,H,101,STREET,,,AO,Adult Other,9000    WILLIS                       AV,,"34.233,-118.4553"
730,19,Mission,1905,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,30,F,H,108,PARKING LOT,,,IC,Invest Cont,13800    FOOTHILL                     BL,,"34.3102,-118.4338"
1130,19,Mission,1987,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,41,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,8700    COSTELLO                     AV,,"34.2287,-118.4409"
800,19,Mission,1974,888,TRESPASSING,64,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,14700    RAYEN                        ST,,"34.2318,-118.4536"
1900,19,Mission,1985,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,12,M,O,404,DEPARTMENT STORE,,,AA,Adult Arrest,8300    VAN NUYS                     BL,,"34.2216,-118.4488"
1610,19,Mission,1915,210,ROBBERY,19,M,A,210,RESTAURANT/FAST FOOD,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,12700    GLENOAKS                     BL,,"34.3009,-118.441"
1137,19,Mission,1954,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,AA,Adult Arrest,10000    SEPULVEDA                    BL,,"34.2519,-118.4674"
1900,19,Mission,1963,330,BURGLARY FROM VEHICLE,67,M,H,104,DRIVEWAY,,,IC,Invest Cont,9700    CEDROS                       AV,,"34.2462,-118.4523"
1700,19,Mission,1954,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,12,M,O,406,OTHER STORE,,,IC,Invest Cont,10300 N  SEPULVEDA                    BL,,"34.2573,-118.4674"
1400,19,Mission,1998,440,THEFT PLAIN - PETTY ($950 & UNDER,62,M,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,7700    WOODMAN                      AV,,"34.2105,-118.4309"
930,19,Mission,1985,440,THEFT PLAIN - PETTY ($950 & UNDER,12,M,O,738,LIBRARY,,,IC,Invest Cont,14300    ROSCOE                       BL,,"34.2216,-118.4451"
1925,19,Mission,1985,440,THEFT PLAIN - PETTY ($950 & UNDER,43,M,A,404,DEPARTMENT STORE,,,IC,Invest Cont,8300    VAN NUYS                     BL,,"34.2216,-118.4488"
1520,19,Mission,1991,626,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,8100    LANGDON                      AV,,"34.218,-118.4688"
1700,19,Mission,1915,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,36,M,H,108,PARKING LOT,,,IC,Invest Cont,12700    GLENOAKS                     BL,,"34.3009,-118.441"
1900,19,Mission,1963,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,37,M,H,101,STREET,,,IC,Invest Cont,9600    SYLMAR                       AV,,"34.244,-118.4475"
2100,19,Mission,1984,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,8500    WILLIS                       AV,,"34.2247,-118.4553"
40,19,Mission,1994,624,BATTERY - SIMPLE ASSAULT,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",JA,Juv Arrest,7900    WILLIS                       AV,,"34.2145,-118.4553"
1630,19,Mission,1915,440,THEFT PLAIN - PETTY ($950 & UNDER,48,F,O,220,NAIL SALON,,,IC,Invest Cont,12700    GLENOAKS                     BL,,"34.3009,-118.441"
1,19,Mission,1984,354,THEFT OF IDENTITY,56,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,14700    PARTHENIA                    ST,,"34.2282,-118.4536"
1145,19,Mission,1916,900,VIOLATION OF COURT ORDER,30,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,12800    SPROULE                      AV,,"34.3041,-118.434"
2155,19,Mission,1913,956,"LETTERS, LEWD",38,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,13200    HERRICK                      AV,,"34.3103,-118.4597"
2200,19,Mission,1924,510,VEHICLE - STOLEN,12,,,101,STREET,,,IC,Invest Cont,14700    BLEEKER                      ST,,"34.2927,-118.4513"
800,19,Mission,1969,354,THEFT OF IDENTITY,44,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,9300    STANWIN                      AV,,"34.2384,-118.4239"
1200,19,Mission,1999,354,THEFT OF IDENTITY,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,8000    GREENBUSH                    AV,,"34.2159,-118.4267"
1700,19,Mission,1902,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,12,,,101,STREET,,,IC,Invest Cont,15100    FOOTHILL                     BL,,"34.3224,-118.462"
1200,19,Mission,1954,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",95,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,10000    SEPULVEDA                    BL,,"34.2519,-118.4674"
1,19,Mission,1961,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",58,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,15500    PLUMMER                      ST,,"34.2428,-118.4698"
1645,19,Mission,1985,440,THEFT PLAIN - PETTY ($950 & UNDER,50,M,H,210,RESTAURANT/FAST FOOD,,,AO,Adult Other,14500    CHASE                        ST,,"34.2248,-118.4488"
100,19,Mission,1907,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,54,F,W,108,PARKING LOT,,,IC,Invest Cont,FOOTHILL,HUBBARD,"34.306,-118.4267"
1600,19,Mission,1994,624,BATTERY - SIMPLE ASSAULT,61,M,W,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,14800    ROSCOE                       BL,,"34.2215,-118.4553"
800,19,Mission,1987,354,THEFT OF IDENTITY,84,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,8500    WAKEFIELD                    AV,,"34.2249,-118.444"
1400,19,Mission,1979,354,THEFT OF IDENTITY,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,12900    CROWLEY                      ST,,"34.2339,-118.414"
1800,19,Mission,1984,440,THEFT PLAIN - PETTY ($950 & UNDER,51,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,8400    WILLIS                       AV,,"34.2231,-118.4553"
2245,19,Mission,1961,626,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,9100    SEPULVEDA                    BL,,"34.2355,-118.4676"
1930,19,Mission,1958,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",59,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,8400    VARNA                        AV,,"34.2462,-118.4438"
210,20,Olympic,2036,624,BATTERY - SIMPLE ASSAULT,33,M,K,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,3200    WILSHIRE                     BL,,"34.0618,-118.2916"
1800,20,Olympic,2016,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,200 S  NORMANDIE                    AV,,"34.0712,-118.3004"
1215,20,Olympic,2081,510,VEHICLE - STOLEN,12,,,108,PARKING LOT,,,IC,Invest Cont,18TH,WESTERN,"34.0418,-118.309"
1200,20,Olympic,2027,860,BATTERY WITH SEXUAL CONTACT,38,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,500 S  KENMORE                      AV,,"34.0654,-118.2966"
1215,20,Olympic,2045,350,"THEFT, PERSON",53,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,FEDORA,SAN MARINO                   AV,"34.0545,-118.2976"
2130,20,Olympic,2024,956,"LETTERS, LEWD",33,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,AO,Adult Other,500 S  OXFORD                       AV,,"34.0654,-118.3079"
2130,20,Olympic,2022,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",44,M,K,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,400 S  SAINT ANDREWS                PL,,"34.0672,-118.3116"
1200,20,Olympic,2035,330,BURGLARY FROM VEHICLE,33,M,K,707,GARAGE/CARPORT,,,IC,Invest Cont,3400    WILSHIRE                     BL,,"34.0618,-118.2979"
1200,20,Olympic,2021,354,THEFT OF IDENTITY,44,M,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,400 S  VAN NESS                     AV,,"34.0672,-118.3152"
1,20,Olympic,2022,440,THEFT PLAIN - PETTY ($950 & UNDER,38,M,O,501,SINGLE FAMILY DWELLING,,,JA,Juv Arrest,500 S  WILTON                       PL,,"34.0653,-118.314"
1830,20,Olympic,2019,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",45,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,3400 W  1ST                          ST,,"34.0735,-118.2868"
1630,20,Olympic,2002,440,THEFT PLAIN - PETTY ($950 & UNDER,56,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,500 N  SAINT ANDREWS                PL,,"34.0803,-118.3112"
1500,20,Olympic,2036,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",24,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,8TH                          ST,VERMONT                      AV,"34.0578,-118.2916"
715,20,Olympic,2013,624,BATTERY - SIMPLE ASSAULT,30,M,O,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,200 S  WESTERN                      AV,,"34.0712,-118.3091"
1630,20,Olympic,2049,220,ATTEMPTED ROBBERY,34,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,FRANCIS                      AV,VERMONT                      AV,"34.0568,-118.2916"
2105,20,Olympic,2033,624,BATTERY - SIMPLE ASSAULT,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,800 S  HOBART                       BL,,"34.0577,-118.3053"
2120,20,Olympic,2071,220,ATTEMPTED ROBBERY,26,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,WESTERN                      AV,PICO                         BL,"34.0472,-118.309"
2100,20,Olympic,2071,210,ROBBERY,21,F,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,VENICE                       BL,VAN NESS                     AV,"34.0436,-118.3157"
1400,20,Olympic,2023,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,45,F,A,108,PARKING LOT,,,IC,Invest Cont,300 S  ARDMORE                      AV,,"34.069,-118.3016"
400,20,Olympic,2017,626,INTIMATE PARTNER - SIMPLE ASSAULT,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,200 S  CATALINA                     ST,,"34.0709,-118.2954"
2230,20,Olympic,2024,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,500 S  ARDMORE                      AV,,"34.0654,-118.3016"
1900,21,Topanga,2111,330,BURGLARY FROM VEHICLE,17,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8000    MELBA                        AV,,"34.2167,-118.6343"
115,21,Topanga,2161,626,INTIMATE PARTNER - SIMPLE ASSAULT,61,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,5500    EL CANON                     AV,,"34.1726,-118.6481"
1030,21,Topanga,2129,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",46,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,19800    HEMMINGWAY                   ST,,"34.2141,-118.5647"
1430,21,Topanga,2103,310,BURGLARY,43,M,W,506,ABANDONED BUILDING ABANDONED HOUSE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8600    RUDNICK                      AV,,"34.2269,-118.613"
1300,21,Topanga,2185,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",49,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,4900    CALDERON                     RD,,"34.1658,-118.6166"
1730,21,Topanga,2141,354,THEFT OF IDENTITY,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,23800    HAMLIN                       ST,,"34.1891,-118.646"
1600,21,Topanga,2157,330,BURGLARY FROM VEHICLE,50,M,H,108,PARKING LOT,,,IC,Invest Cont,6700    INDEPENDENCE                 AV,,"34.1921,-118.5906"
1510,21,Topanga,2146,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,W,121,YARD (RESIDENTIAL/BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,7000    JORDAN                       AV,,"34.1974,-118.6029"
1000,21,Topanga,2136,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,7300    ETON                         AV,,"34.2029,-118.5955"
1905,21,Topanga,2115,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,32,M,X,403,DRUG STORE,,,IC,Invest Cont,8200    TOPANGA CANYON               BL,,"34.2176,-118.606"
1245,21,Topanga,2197,310,BURGLARY,76,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,4700    POE                          AV,,"34.1552,-118.5752"
1300,21,Topanga,2197,649,DOCUMENT FORGERY / STOLEN FELONY,46,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,20200    WELLS                        DR,,"34.1606,-118.5727"
1300,21,Topanga,2126,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,O,102,SIDEWALK,312,PIPE/METAL PIPE,AA,Adult Arrest,INGOMAR                      ST,ETON                         AV,"34.212,-118.5956"
1300,21,Topanga,2126,901,VIOLATION OF RESTRAINING ORDER,18,F,O,101,STREET,,,AO,Adult Other,INGOMAR                      ST,ETON                         AV,"34.212,-118.5956"
1900,21,Topanga,2157,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",47,M,O,104,DRIVEWAY,,,IC,Invest Cont,20300    GILMORE                      ST,,"34.1891,-118.5754"
2200,21,Topanga,2156,330,BURGLARY FROM VEHICLE,46,M,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6100    OWENSMOUTH                   AV,,"34.1814,-118.6015"
1830,21,Topanga,2155,624,BATTERY - SIMPLE ASSAULT,65,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,6000    NEVADA                       AV,,"34.1792,-118.6088"
1500,21,Topanga,2144,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",49,M,O,101,STREET,,,IC,Invest Cont,22600    ERWIN                        ST,,"34.1828,-118.619"
1820,21,Topanga,2139,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,50,F,H,108,PARKING LOT,,,AO,Adult Other,20100    SHERMAN                      WY,,"34.201,-118.571"
1715,21,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,6700    TOPANGA CANYON               BL,,"34.1926,-118.6059"
1700,21,Topanga,2143,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,,M,W,404,DEPARTMENT STORE,,,AA,Adult Arrest,6600    FALLBROOK                    AV,,"34.1907,-118.6234"
1900,21,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,21800    VICTORY                      BL,,"34.1875,-118.603"
1,21,Topanga,2157,354,THEFT OF IDENTITY,20,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,6700    INDEPENDENCE                 AV,,"34.1921,-118.5906"
800,1,Central,162,944,CONSPIRACY,,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,800 S  HILL                         ST,,"34.0445,-118.2558"
1200,3,Southwest,337,354,THEFT OF IDENTITY,32,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,3100    LA SALLE                     AV,,"34.0262,-118.3054"
2030,14,Pacific,1494,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",,M,W,212,TRANSPORTATION FACILITY (AIRPORT,,,IC,Invest Cont,500    WORLD                        WY,,"33.9427,-118.4053"
920,14,Pacific,1494,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",45,F,W,212,TRANSPORTATION FACILITY (AIRPORT,,,IC,Invest Cont,500    WORLD                        WY,,"33.9427,-118.4053"
1200,17,Devonshire,1708,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",67,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,11500    DE CELIS                     PL,,"34.2802,-118.4961"
1000,21,Topanga,2133,626,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,SHOUP,SHERMAN                      WY,"34.201,-118.6147"
1615,4,Hollenbeck,465,888,TRESPASSING,36,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,500    GRANDE VISTA                 AV,,"34.034,-118.2012"
1200,9,Van Nuys,952,354,THEFT OF IDENTITY,43,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,14800    BURBANK                      BL,,"34.1721,-118.4553"
